fecha,barra,costo_marginal_usd_mwh
2026-01-10 16:00:00,Cardones220,27.94
2026-01-10 16:00:00,Ancoa220,50.12
2026-01-10 17:00:00,Crucero220,38.11
2026-01-10 17:00:00,Charrua220,79.66
2026-01-10 17:00:00,Alto Jahuel220,69.41
2026-01-10 17:00:00,Cardones220,36.71
2026-01-10 17:00:00,Ancoa220,55.09
2026-01-10 18:00:00,Crucero220,35.81
2026-01-10 18:00:00,Charrua220,44.73
2026-01-10 18:00:00,Alto Jahuel220,54.06
2026-01-10 18:00:00,Cardones220,32.02
2026-01-10 18:00:00,Ancoa220,57.32
2026-01-10 19:00:00,Crucero220,32.2
2026-01-10 19:00:00,Charrua220,53.9
2026-01-10 19:00:00,Alto Jahuel220,56.19
2026-01-10 19:00:00,Cardones220,42.93
2026-01-10 19:00:00,Ancoa220,61.34
2026-01-10 20:00:00,Crucero220,34.44
2026-01-10 20:00:00,Charrua220,66.84
2026-01-10 20:00:00,Alto Jahuel220,48.6
2026-01-10 20:00:00,Cardones220,45.06
2026-01-10 20:00:00,Ancoa220,57.91
2026-01-10 21:00:00,Crucero220,33.99
2026-01-10 21:00:00,Charrua220,57.47
2026-01-10 21:00:00,Alto Jahuel220,57.92
2026-01-10 21:00:00,Cardones220,44.9
2026-01-10 21:00:00,Ancoa220,56.87
2026-01-10 22:00:00,Crucero220,57.25
2026-01-10 22:00:00,Charrua220,68.06
2026-01-10 22:00:00,Alto Jahuel220,52.95
2026-01-10 22:00:00,Cardones220,46.0
2026-01-10 22:00:00,Ancoa220,73.47
2026-01-10 23:00:00,Crucero220,60.68
2026-01-10 23:00:00,Charrua220,50.18
2026-01-10 23:00:00,Alto Jahuel220,47.59
2026-01-10 23:00:00,Cardones220,51.88
2026-01-10 23:00:00,Ancoa220,49.53
2026-01-11 00:00:00,Crucero220,34.42
2026-01-11 00:00:00,Charrua220,56.11
2026-01-11 00:00:00,Alto Jahuel220,58.36
2026-01-11 00:00:00,Cardones220,39.18
2026-01-11 00:00:00,Ancoa220,52.8
2026-01-11 01:00:00,Crucero220,39.61
2026-01-11 01:00:00,Charrua220,54.3
2026-01-11 01:00:00,Alto Jahuel220,47.96
2026-01-11 01:00:00,Cardones220,58.25
2026-01-11 01:00:00,Ancoa220,60.38
2026-01-11 02:00:00,Crucero220,52.09
2026-01-11 02:00:00,Charrua220,56.09
2026-01-11 02:00:00,Alto Jahuel220,53.51
2026-01-11 02:00:00,Cardones220,34.29
2026-01-11 02:00:00,Ancoa220,36.79
2026-01-11 03:00:00,Crucero220,33.98
2026-01-11 03:00:00,Charrua220,45.52
2026-01-11 03:00:00,Alto Jahuel220,37.0
2026-01-11 03:00:00,Cardones220,30.44
2026-01-11 03:00:00,Ancoa220,68.6
2026-01-11 04:00:00,Crucero220,44.64
2026-01-11 04:00:00,Charrua220,70.32
2026-01-11 04:00:00,Alto Jahuel220,58.29
2026-01-11 04:00:00,Cardones220,46.26
2026-01-11 04:00:00,Ancoa220,50.79
2026-01-11 05:00:00,Crucero220,49.19
2026-01-11 05:00:00,Charrua220,65.83
2026-01-11 05:00:00,Alto Jahuel220,50.39
2026-01-11 05:00:00,Cardones220,44.48
2026-01-11 05:00:00,Ancoa220,62.53
2026-01-11 06:00:00,Crucero220,40.6
2026-01-11 06:00:00,Charrua220,51.02
2026-01-11 06:00:00,Alto Jahuel220,45.53
2026-01-11 06:00:00,Cardones220,40.69
2026-01-11 06:00:00,Ancoa220,60.62
2026-01-11 07:00:00,Crucero220,38.66
2026-01-11 07:00:00,Charrua220,60.21
2026-01-11 07:00:00,Alto Jahuel220,59.56
2026-01-11 07:00:00,Cardones220,44.95
2026-01-11 07:00:00,Ancoa220,70.42
2026-01-11 08:00:00,Crucero220,55.22
2026-01-11 08:00:00,Charrua220,51.99
2026-01-11 08:00:00,Alto Jahuel220,68.47
2026-01-11 08:00:00,Cardones220,35.75
2026-01-11 08:00:00,Ancoa220,66.36
2026-01-11 09:00:00,Crucero220,45.54
2026-01-11 09:00:00,Charrua220,56.7
2026-01-11 09:00:00,Alto Jahuel220,40.54
2026-01-11 09:00:00,Cardones220,38.63
2026-01-11 09:00:00,Ancoa220,45.52
2026-01-11 10:00:00,Crucero220,52.74
2026-01-11 10:00:00,Charrua220,72.13
2026-01-11 10:00:00,Alto Jahuel220,48.62
2026-01-11 10:00:00,Cardones220,42.42
2026-01-11 10:00:00,Ancoa220,52.2
2026-01-11 11:00:00,Crucero220,39.97
2026-01-11 11:00:00,Charrua220,66.2
2026-01-11 11:00:00,Alto Jahuel220,54.69
2026-01-11 11:00:00,Cardones220,53.92
2026-01-11 11:00:00,Ancoa220,54.14
2026-01-11 12:00:00,Crucero220,52.99
2026-01-11 12:00:00,Charrua220,60.78
2026-01-11 12:00:00,Alto Jahuel220,61.37
2026-01-11 12:00:00,Cardones220,36.42
2026-01-11 12:00:00,Ancoa220,57.6
2026-01-11 13:00:00,Crucero220,44.08
2026-01-11 13:00:00,Charrua220,53.31
2026-01-11 13:00:00,Alto Jahuel220,60.3
2026-01-11 13:00:00,Cardones220,45.2
2026-01-11 13:00:00,Ancoa220,62.75
2026-01-11 14:00:00,Crucero220,57.3
2026-01-11 14:00:00,Charrua220,71.59
2026-01-11 14:00:00,Alto Jahuel220,52.0
2026-01-11 14:00:00,Cardones220,42.98
2026-01-11 14:00:00,Ancoa220,53.01
2026-01-11 15:00:00,Crucero220,45.19
2026-01-11 15:00:00,Charrua220,55.2
2026-01-11 15:00:00,Alto Jahuel220,67.96
2026-01-11 15:00:00,Cardones220,42.91
2026-01-11 15:00:00,Ancoa220,56.26
2026-01-11 16:00:00,Crucero220,54.55
2026-01-11 16:00:00,Charrua220,42.64
2026-01-11 16:00:00,Alto Jahuel220,38.89
2026-01-11 16:00:00,Cardones220,46.37
2026-01-11 16:00:00,Ancoa220,58.48
2026-01-11 17:00:00,Crucero220,47.0
2026-01-11 17:00:00,Charrua220,49.39
2026-01-11 17:00:00,Alto Jahuel220,54.81
2026-01-11 17:00:00,Cardones220,56.03
2026-01-11 17:00:00,Ancoa220,64.59
2026-01-11 18:00:00,Crucero220,46.36
2026-01-11 18:00:00,Charrua220,56.49
2026-01-11 18:00:00,Alto Jahuel220,51.84
2026-01-11 18:00:00,Cardones220,22.97
2026-01-11 18:00:00,Ancoa220,60.06
2026-01-11 19:00:00,Crucero220,51.76
2026-01-11 19:00:00,Charrua220,47.4
2026-01-11 19:00:00,Alto Jahuel220,49.71
2026-01-11 19:00:00,Cardones220,30.74
2026-01-11 19:00:00,Ancoa220,50.28
2026-01-11 20:00:00,Crucero220,45.43
2026-01-11 20:00:00,Charrua220,43.32
2026-01-11 20:00:00,Alto Jahuel220,59.91
2026-01-11 20:00:00,Cardones220,46.03
2026-01-11 20:00:00,Ancoa220,55.99
2026-01-11 21:00:00,Crucero220,25.15
2026-01-11 21:00:00,Charrua220,52.03
2026-01-11 21:00:00,Alto Jahuel220,64.86
2026-01-11 21:00:00,Cardones220,17.78
2026-01-11 21:00:00,Ancoa220,55.22
2026-01-11 22:00:00,Crucero220,35.56
2026-01-11 22:00:00,Charrua220,66.44
2026-01-11 22:00:00,Alto Jahuel220,49.6
2026-01-11 22:00:00,Cardones220,43.23
2026-01-11 22:00:00,Ancoa220,62.52
2026-01-11 23:00:00,Crucero220,59.69
2026-01-11 23:00:00,Charrua220,58.38
2026-01-11 23:00:00,Alto Jahuel220,58.01
2026-01-11 23:00:00,Cardones220,28.12
2026-01-11 23:00:00,Ancoa220,67.52
2026-01-12 00:00:00,Crucero220,38.92
2026-01-12 00:00:00,Charrua220,55.51
2026-01-12 00:00:00,Alto Jahuel220,54.82
2026-01-12 00:00:00,Cardones220,27.5
2026-01-12 00:00:00,Ancoa220,59.83
2026-01-12 01:00:00,Crucero220,52.74
2026-01-12 01:00:00,Charrua220,62.34
2026-01-12 01:00:00,Alto Jahuel220,42.29
2026-01-12 01:00:00,Cardones220,39.01
2026-01-12 01:00:00,Ancoa220,63.94
2026-01-12 02:00:00,Crucero220,29.98
2026-01-12 02:00:00,Charrua220,51.4
2026-01-12 02:00:00,Alto Jahuel220,62.01
2026-01-12 02:00:00,Cardones220,42.16
2026-01-12 02:00:00,Ancoa220,61.3
2026-01-12 03:00:00,Crucero220,59.88
2026-01-12 03:00:00,Charrua220,63.75
2026-01-12 03:00:00,Alto Jahuel220,60.26
2026-01-12 03:00:00,Cardones220,61.69
2026-01-12 03:00:00,Ancoa220,56.29
2026-01-12 04:00:00,Crucero220,38.62
2026-01-12 04:00:00,Charrua220,63.42
2026-01-12 04:00:00,Alto Jahuel220,58.51
2026-01-12 04:00:00,Cardones220,35.79
2026-01-12 04:00:00,Ancoa220,49.74
2026-01-12 05:00:00,Crucero220,63.48
2026-01-12 05:00:00,Charrua220,62.61
2026-01-12 05:00:00,Alto Jahuel220,49.14
2026-01-12 05:00:00,Cardones220,47.33
2026-01-12 05:00:00,Ancoa220,57.13
2026-01-12 06:00:00,Crucero220,42.98
2026-01-12 06:00:00,Charrua220,64.5
2026-01-12 06:00:00,Alto Jahuel220,44.66
2026-01-12 06:00:00,Cardones220,42.82
2026-01-12 06:00:00,Ancoa220,73.3
2026-01-12 07:00:00,Crucero220,48.73
2026-01-12 07:00:00,Charrua220,56.99
2026-01-12 07:00:00,Alto Jahuel220,50.94
2026-01-12 07:00:00,Cardones220,36.72
2026-01-12 07:00:00,Ancoa220,55.97
2026-01-12 08:00:00,Crucero220,41.98
2026-01-12 08:00:00,Charrua220,67.33
2026-01-12 08:00:00,Alto Jahuel220,41.13
2026-01-12 08:00:00,Cardones220,46.9
2026-01-12 08:00:00,Ancoa220,54.96
2026-01-12 09:00:00,Crucero220,48.02
2026-01-12 09:00:00,Charrua220,50.98
2026-01-12 09:00:00,Alto Jahuel220,65.63
2026-01-12 09:00:00,Cardones220,49.97
2026-01-12 09:00:00,Ancoa220,65.68
2026-01-12 10:00:00,Crucero220,32.88
2026-01-12 10:00:00,Charrua220,66.63
2026-01-12 10:00:00,Alto Jahuel220,58.24
2026-01-12 10:00:00,Cardones220,27.16
2026-01-12 10:00:00,Ancoa220,57.81
2026-01-12 11:00:00,Crucero220,47.92
2026-01-12 11:00:00,Charrua220,64.45
2026-01-12 11:00:00,Alto Jahuel220,56.42
2026-01-12 11:00:00,Cardones220,42.33
2026-01-12 11:00:00,Ancoa220,69.79
2026-01-12 12:00:00,Crucero220,54.81
2026-01-12 12:00:00,Charrua220,37.06
2026-01-12 12:00:00,Alto Jahuel220,52.46
2026-01-12 12:00:00,Cardones220,38.68
2026-01-12 12:00:00,Ancoa220,43.98
2026-01-12 13:00:00,Crucero220,45.75
2026-01-12 13:00:00,Charrua220,69.99
2026-01-12 13:00:00,Alto Jahuel220,46.31
2026-01-12 13:00:00,Cardones220,42.69
2026-01-12 13:00:00,Ancoa220,50.67
2026-01-12 14:00:00,Crucero220,39.62
2026-01-12 14:00:00,Charrua220,71.82
2026-01-12 14:00:00,Alto Jahuel220,50.66
2026-01-12 14:00:00,Cardones220,43.7
2026-01-12 14:00:00,Ancoa220,43.03
2026-01-12 15:00:00,Crucero220,59.9
2026-01-12 15:00:00,Charrua220,64.82
2026-01-12 15:00:00,Alto Jahuel220,53.54
2026-01-12 15:00:00,Cardones220,44.6
2026-01-12 15:00:00,Ancoa220,46.72
2026-01-12 16:00:00,Crucero220,54.46
2026-01-12 16:00:00,Charrua220,57.41
2026-01-12 16:00:00,Alto Jahuel220,53.37
2026-01-12 16:00:00,Cardones220,36.07
2026-01-12 16:00:00,Ancoa220,53.35
2026-01-12 17:00:00,Crucero220,50.56
2026-01-12 17:00:00,Charrua220,62.05
2026-01-12 17:00:00,Alto Jahuel220,60.21
2026-01-12 17:00:00,Cardones220,39.93
2026-01-12 17:00:00,Ancoa220,62.11
2026-01-12 18:00:00,Crucero220,41.65
2026-01-12 18:00:00,Charrua220,77.84
2026-01-12 18:00:00,Alto Jahuel220,42.46
2026-01-12 18:00:00,Cardones220,50.09
2026-01-12 18:00:00,Ancoa220,68.94
2026-01-12 19:00:00,Crucero220,38.18
2026-01-12 19:00:00,Charrua220,77.83
2026-01-12 19:00:00,Alto Jahuel220,62.96
2026-01-12 19:00:00,Cardones220,47.77
2026-01-12 19:00:00,Ancoa220,58.22
2026-01-12 20:00:00,Crucero220,43.26
2026-01-12 20:00:00,Charrua220,58.32
2026-01-12 20:00:00,Alto Jahuel220,58.12
2026-01-12 20:00:00,Cardones220,51.21
2026-01-12 20:00:00,Ancoa220,59.45
2026-01-12 21:00:00,Crucero220,37.71
2026-01-12 21:00:00,Charrua220,66.6
2026-01-12 21:00:00,Alto Jahuel220,62.37
2026-01-12 21:00:00,Cardones220,45.24
2026-01-12 21:00:00,Ancoa220,63.96
2026-01-12 22:00:00,Crucero220,42.83
2026-01-12 22:00:00,Charrua220,52.57
2026-01-12 22:00:00,Alto Jahuel220,48.05
2026-01-12 22:00:00,Cardones220,26.92
2026-01-12 22:00:00,Ancoa220,59.9
2026-01-12 23:00:00,Crucero220,44.33
2026-01-12 23:00:00,Charrua220,56.48
2026-01-12 23:00:00,Alto Jahuel220,31.36
2026-01-12 23:00:00,Cardones220,30.02
2026-01-12 23:00:00,Ancoa220,66.97
2026-01-13 00:00:00,Crucero220,39.68
2026-01-13 00:00:00,Charrua220,62.88
2026-01-13 00:00:00,Alto Jahuel220,43.87
2026-01-13 00:00:00,Cardones220,51.51
2026-01-13 00:00:00,Ancoa220,56.85
2026-01-13 01:00:00,Crucero220,47.32
2026-01-13 01:00:00,Charrua220,78.61
2026-01-13 01:00:00,Alto Jahuel220,67.13
2026-01-13 01:00:00,Cardones220,37.55
2026-01-13 01:00:00,Ancoa220,53.25
2026-01-13 02:00:00,Crucero220,42.4
2026-01-13 02:00:00,Charrua220,64.08
2026-01-13 02:00:00,Alto Jahuel220,54.16
2026-01-13 02:00:00,Cardones220,36.84
2026-01-13 02:00:00,Ancoa220,69.74
2026-01-13 03:00:00,Crucero220,44.09
2026-01-13 03:00:00,Charrua220,78.4
2026-01-13 03:00:00,Alto Jahuel220,55.73
2026-01-13 03:00:00,Cardones220,54.28
2026-01-13 03:00:00,Ancoa220,60.86
2026-01-13 04:00:00,Crucero220,52.7
2026-01-13 04:00:00,Charrua220,54.2
2026-01-13 04:00:00,Alto Jahuel220,48.17
2026-01-13 04:00:00,Cardones220,43.68
2026-01-13 04:00:00,Ancoa220,65.91
2026-01-13 05:00:00,Crucero220,45.32
2026-01-13 05:00:00,Charrua220,49.71
2026-01-13 05:00:00,Alto Jahuel220,44.12
2026-01-13 05:00:00,Cardones220,28.58
2026-01-13 05:00:00,Ancoa220,43.86
2026-01-13 06:00:00,Crucero220,45.88
2026-01-13 06:00:00,Charrua220,69.0
2026-01-13 06:00:00,Alto Jahuel220,54.89
2026-01-13 06:00:00,Cardones220,21.92
2026-01-13 06:00:00,Ancoa220,56.47
2026-01-13 07:00:00,Crucero220,43.7
2026-01-13 07:00:00,Charrua220,76.77
2026-01-13 07:00:00,Alto Jahuel220,43.34
2026-01-13 07:00:00,Cardones220,36.87
2026-01-13 07:00:00,Ancoa220,71.65
2026-01-13 08:00:00,Crucero220,48.6
2026-01-13 08:00:00,Charrua220,64.51
2026-01-13 08:00:00,Alto Jahuel220,55.92
2026-01-13 08:00:00,Cardones220,42.64
2026-01-13 08:00:00,Ancoa220,64.22
2026-01-13 09:00:00,Crucero220,38.52
2026-01-13 09:00:00,Charrua220,67.02
2026-01-13 09:00:00,Alto Jahuel220,44.02
2026-01-13 09:00:00,Cardones220,42.63
2026-01-13 09:00:00,Ancoa220,59.43
2026-01-13 10:00:00,Crucero220,40.07
2026-01-13 10:00:00,Charrua220,59.82
2026-01-13 10:00:00,Alto Jahuel220,50.02
2026-01-13 10:00:00,Cardones220,31.43
2026-01-13 10:00:00,Ancoa220,55.17
2026-01-13 11:00:00,Crucero220,36.17
2026-01-13 11:00:00,Charrua220,62.58
2026-01-13 11:00:00,Alto Jahuel220,45.8
2026-01-13 11:00:00,Cardones220,45.7
2026-01-13 11:00:00,Ancoa220,48.55
2026-01-13 12:00:00,Crucero220,40.47
2026-01-13 12:00:00,Charrua220,55.0
2026-01-13 12:00:00,Alto Jahuel220,65.6
2026-01-13 12:00:00,Cardones220,42.64
2026-01-13 12:00:00,Ancoa220,56.31
2026-01-13 13:00:00,Crucero220,48.99
2026-01-13 13:00:00,Charrua220,43.14
2026-01-13 13:00:00,Alto Jahuel220,54.65
2026-01-13 13:00:00,Cardones220,55.98
2026-01-13 13:00:00,Ancoa220,59.06
2026-01-13 14:00:00,Crucero220,45.54
2026-01-13 14:00:00,Charrua220,64.39
2026-01-13 14:00:00,Alto Jahuel220,62.16
2026-01-13 14:00:00,Cardones220,24.02
2026-01-13 14:00:00,Ancoa220,44.54
2026-01-13 15:00:00,Crucero220,46.68
2026-01-13 15:00:00,Charrua220,54.28
2026-01-13 15:00:00,Alto Jahuel220,65.5
2026-01-13 15:00:00,Cardones220,37.48
2026-01-13 15:00:00,Ancoa220,42.52
2026-01-13 16:00:00,Crucero220,34.86
2026-01-13 16:00:00,Charrua220,38.0
2026-01-13 16:00:00,Alto Jahuel220,53.13
2026-01-13 16:00:00,Cardones220,38.49
2026-01-13 16:00:00,Ancoa220,54.6
2026-01-13 17:00:00,Crucero220,53.63
2026-01-13 17:00:00,Charrua220,69.59
2026-01-13 17:00:00,Alto Jahuel220,53.64
2026-01-13 17:00:00,Cardones220,22.92
2026-01-13 17:00:00,Ancoa220,62.94
2026-01-13 18:00:00,Crucero220,49.44
2026-01-13 18:00:00,Charrua220,62.48
2026-01-13 18:00:00,Alto Jahuel220,62.85
2026-01-13 18:00:00,Cardones220,30.68
2026-01-13 18:00:00,Ancoa220,74.07
2026-01-13 19:00:00,Crucero220,37.32
2026-01-13 19:00:00,Charrua220,65.99
2026-01-13 19:00:00,Alto Jahuel220,41.5
2026-01-13 19:00:00,Cardones220,32.56
2026-01-13 19:00:00,Ancoa220,70.13
2026-01-13 20:00:00,Crucero220,42.91
2026-01-13 20:00:00,Charrua220,66.72
2026-01-13 20:00:00,Alto Jahuel220,56.9
2026-01-13 20:00:00,Cardones220,39.16
2026-01-13 20:00:00,Ancoa220,68.91
2026-01-13 21:00:00,Crucero220,43.11
2026-01-13 21:00:00,Charrua220,45.75
2026-01-13 21:00:00,Alto Jahuel220,48.57
2026-01-13 21:00:00,Cardones220,44.41
2026-01-13 21:00:00,Ancoa220,61.16
2026-01-13 22:00:00,Crucero220,32.46
2026-01-13 22:00:00,Charrua220,54.21
2026-01-13 22:00:00,Alto Jahuel220,50.35
2026-01-13 22:00:00,Cardones220,37.08
2026-01-13 22:00:00,Ancoa220,46.99
2026-01-13 23:00:00,Crucero220,39.97
2026-01-13 23:00:00,Charrua220,54.17
2026-01-13 23:00:00,Alto Jahuel220,61.17
2026-01-13 23:00:00,Cardones220,46.47
2026-01-13 23:00:00,Ancoa220,56.83
2026-01-14 00:00:00,Crucero220,41.86
2026-01-14 00:00:00,Charrua220,61.12
2026-01-14 00:00:00,Alto Jahuel220,48.47
2026-01-14 00:00:00,Cardones220,30.83
2026-01-14 00:00:00,Ancoa220,50.48
2026-01-14 01:00:00,Crucero220,39.92
2026-01-14 01:00:00,Charrua220,50.69
2026-01-14 01:00:00,Alto Jahuel220,56.3
2026-01-14 01:00:00,Cardones220,45.84
2026-01-14 01:00:00,Ancoa220,45.3
2026-01-14 02:00:00,Crucero220,45.2
2026-01-14 02:00:00,Charrua220,58.24
2026-01-14 02:00:00,Alto Jahuel220,57.73
2026-01-14 02:00:00,Cardones220,39.9
2026-01-14 02:00:00,Ancoa220,46.37
2026-01-14 03:00:00,Crucero220,34.9
2026-01-14 03:00:00,Charrua220,60.24
2026-01-14 03:00:00,Alto Jahuel220,63.23
2026-01-14 03:00:00,Cardones220,22.29
2026-01-14 03:00:00,Ancoa220,60.77
2026-01-14 04:00:00,Crucero220,54.52
2026-01-14 04:00:00,Charrua220,58.78
2026-01-14 04:00:00,Alto Jahuel220,59.4
2026-01-14 04:00:00,Cardones220,34.38
2026-01-14 04:00:00,Ancoa220,57.05
2026-01-14 05:00:00,Crucero220,32.03
2026-01-14 05:00:00,Charrua220,41.25
2026-01-14 05:00:00,Alto Jahuel220,62.54
2026-01-14 05:00:00,Cardones220,32.12
2026-01-14 05:00:00,Ancoa220,54.36
2026-01-14 06:00:00,Crucero220,33.91
2026-01-14 06:00:00,Charrua220,48.72
2026-01-14 06:00:00,Alto Jahuel220,53.61
2026-01-14 06:00:00,Cardones220,34.16
2026-01-14 06:00:00,Ancoa220,61.02
2026-01-14 07:00:00,Crucero220,48.62
2026-01-14 07:00:00,Charrua220,62.57
2026-01-14 07:00:00,Alto Jahuel220,56.91
2026-01-14 07:00:00,Cardones220,52.62
2026-01-14 07:00:00,Ancoa220,49.46
2026-01-14 08:00:00,Crucero220,44.56
2026-01-14 08:00:00,Charrua220,69.06
2026-01-14 08:00:00,Alto Jahuel220,65.12
2026-01-14 08:00:00,Cardones220,28.63
2026-01-14 08:00:00,Ancoa220,55.5
2026-01-14 09:00:00,Crucero220,55.86
2026-01-14 09:00:00,Charrua220,64.06
2026-01-14 09:00:00,Alto Jahuel220,56.56
2026-01-14 09:00:00,Cardones220,38.26
2026-01-14 09:00:00,Ancoa220,54.93
2026-01-14 10:00:00,Crucero220,47.31
2026-01-14 10:00:00,Charrua220,57.98
2026-01-14 10:00:00,Alto Jahuel220,54.66
2026-01-14 10:00:00,Cardones220,40.63
2026-01-14 10:00:00,Ancoa220,52.58
2026-01-14 11:00:00,Crucero220,49.26
2026-01-14 11:00:00,Charrua220,83.31
2026-01-14 11:00:00,Alto Jahuel220,40.78
2026-01-14 11:00:00,Cardones220,42.59
2026-01-14 11:00:00,Ancoa220,51.92
2026-01-14 12:00:00,Crucero220,49.62
2026-01-14 12:00:00,Charrua220,60.37
2026-01-14 12:00:00,Alto Jahuel220,61.09
2026-01-14 12:00:00,Cardones220,49.4
2026-01-14 12:00:00,Ancoa220,59.54
2026-01-14 13:00:00,Crucero220,54.06
2026-01-14 13:00:00,Charrua220,41.25
2026-01-14 13:00:00,Alto Jahuel220,67.72
2026-01-14 13:00:00,Cardones220,43.0
2026-01-14 13:00:00,Ancoa220,66.62
2026-01-14 14:00:00,Crucero220,35.24
2026-01-14 14:00:00,Charrua220,53.35
2026-01-14 14:00:00,Alto Jahuel220,56.17
2026-01-14 14:00:00,Cardones220,39.86
2026-01-14 14:00:00,Ancoa220,60.26
2026-01-14 15:00:00,Crucero220,53.68
2026-01-14 15:00:00,Charrua220,45.88
2026-01-14 15:00:00,Alto Jahuel220,62.79
2026-01-14 15:00:00,Cardones220,40.07
2026-01-14 15:00:00,Ancoa220,56.37
2026-01-14 16:00:00,Crucero220,33.23
2026-01-14 16:00:00,Charrua220,64.02
2026-01-14 16:00:00,Alto Jahuel220,35.69
2026-01-14 16:00:00,Cardones220,45.19
2026-01-14 16:00:00,Ancoa220,46.06
2026-01-14 17:00:00,Crucero220,45.43
2026-01-14 17:00:00,Charrua220,59.05
2026-01-14 17:00:00,Alto Jahuel220,64.36
2026-01-14 17:00:00,Cardones220,38.57
2026-01-14 17:00:00,Ancoa220,52.45
2026-01-14 18:00:00,Crucero220,40.95
2026-01-14 18:00:00,Charrua220,70.18
2026-01-14 18:00:00,Alto Jahuel220,59.29
2026-01-14 18:00:00,Cardones220,36.91
2026-01-14 18:00:00,Ancoa220,56.11
2026-01-14 19:00:00,Crucero220,32.46
2026-01-14 19:00:00,Charrua220,63.11
2026-01-14 19:00:00,Alto Jahuel220,40.92
2026-01-14 19:00:00,Cardones220,46.01
2026-01-14 19:00:00,Ancoa220,59.03
2026-01-14 20:00:00,Crucero220,64.1
2026-01-14 20:00:00,Charrua220,51.2
2026-01-14 20:00:00,Alto Jahuel220,54.18
2026-01-14 20:00:00,Cardones220,54.39
2026-01-14 20:00:00,Ancoa220,67.53
2026-01-14 21:00:00,Crucero220,39.43
2026-01-14 21:00:00,Charrua220,61.79
2026-01-14 21:00:00,Alto Jahuel220,55.02
2026-01-14 21:00:00,Cardones220,42.26
2026-01-14 21:00:00,Ancoa220,52.41
2026-01-14 22:00:00,Crucero220,44.29
2026-01-14 22:00:00,Charrua220,47.22
2026-01-14 22:00:00,Alto Jahuel220,56.08
2026-01-14 22:00:00,Cardones220,43.6
2026-01-14 22:00:00,Ancoa220,56.18
2026-01-14 23:00:00,Crucero220,32.08
2026-01-14 23:00:00,Charrua220,67.91
2026-01-14 23:00:00,Alto Jahuel220,57.92
2026-01-14 23:00:00,Cardones220,34.19
2026-01-14 23:00:00,Ancoa220,55.76
2026-01-15 00:00:00,Crucero220,32.99
2026-01-15 00:00:00,Charrua220,51.8
2026-01-15 00:00:00,Alto Jahuel220,50.7
2026-01-15 00:00:00,Cardones220,49.83
2026-01-15 00:00:00,Ancoa220,52.88
2026-01-15 01:00:00,Crucero220,50.12
2026-01-15 01:00:00,Charrua220,55.69
2026-01-15 01:00:00,Alto Jahuel220,56.98
2026-01-15 01:00:00,Cardones220,38.87
2026-01-15 01:00:00,Ancoa220,64.98
2026-01-15 02:00:00,Crucero220,40.72
2026-01-15 02:00:00,Charrua220,47.42
2026-01-15 02:00:00,Alto Jahuel220,43.94
2026-01-15 02:00:00,Cardones220,35.74
2026-01-15 02:00:00,Ancoa220,48.01
2026-01-15 03:00:00,Crucero220,48.28
2026-01-15 03:00:00,Charrua220,56.27
2026-01-15 03:00:00,Alto Jahuel220,74.0
2026-01-15 03:00:00,Cardones220,26.1
2026-01-15 03:00:00,Ancoa220,59.63
2026-01-15 04:00:00,Crucero220,35.98
2026-01-15 04:00:00,Charrua220,56.05
2026-01-15 04:00:00,Alto Jahuel220,56.13
2026-01-15 04:00:00,Cardones220,21.4
2026-01-15 04:00:00,Ancoa220,59.89
2026-01-15 05:00:00,Crucero220,60.22
2026-01-15 05:00:00,Charrua220,56.37
2026-01-15 05:00:00,Alto Jahuel220,57.08
2026-01-15 05:00:00,Cardones220,48.2
2026-01-15 05:00:00,Ancoa220,56.69
2026-01-15 06:00:00,Crucero220,40.35
2026-01-15 06:00:00,Charrua220,41.79
2026-01-15 06:00:00,Alto Jahuel220,60.13
2026-01-15 06:00:00,Cardones220,39.09
2026-01-15 06:00:00,Ancoa220,49.9
2026-01-15 07:00:00,Crucero220,46.01
2026-01-15 07:00:00,Charrua220,55.33
2026-01-15 07:00:00,Alto Jahuel220,50.77
2026-01-15 07:00:00,Cardones220,44.85
2026-01-15 07:00:00,Ancoa220,47.29
2026-01-15 08:00:00,Crucero220,53.38
2026-01-15 08:00:00,Charrua220,48.82
2026-01-15 08:00:00,Alto Jahuel220,49.7
2026-01-15 08:00:00,Cardones220,55.38
2026-01-15 08:00:00,Ancoa220,67.02
2026-01-15 09:00:00,Crucero220,45.78
2026-01-15 09:00:00,Charrua220,52.48
2026-01-15 09:00:00,Alto Jahuel220,50.77
2026-01-15 09:00:00,Cardones220,40.59
2026-01-15 09:00:00,Ancoa220,58.3
2026-01-15 10:00:00,Crucero220,44.27
2026-01-15 10:00:00,Charrua220,59.75
2026-01-15 10:00:00,Alto Jahuel220,53.28
2026-01-15 10:00:00,Cardones220,28.46
2026-01-15 10:00:00,Ancoa220,53.87
2026-01-15 11:00:00,Crucero220,52.32
2026-01-15 11:00:00,Charrua220,49.05
2026-01-15 11:00:00,Alto Jahuel220,53.48
2026-01-15 11:00:00,Cardones220,33.44
2026-01-15 11:00:00,Ancoa220,58.89
2026-01-15 12:00:00,Crucero220,41.89
2026-01-15 12:00:00,Charrua220,71.82
2026-01-15 12:00:00,Alto Jahuel220,59.05
2026-01-15 12:00:00,Cardones220,29.51
2026-01-15 12:00:00,Ancoa220,63.37
